# date=2026-09-16T00:59:06,gpu=NVIDIA GeForce RTX 3090,driver=616.56,git=6a86c42+dirty,args=--n 8..26
impl,op,n,block_size,run,ms,ok
naive,scan,1048576,256,4,0.337152,1
naive,scan,2097152,256,0,0.847424,1
naive,scan,2097152,256,1,0.625312,1
naive,scan,2097152,256,2,0.620544,1
naive,scan,2097152,256,3,0.539840,1
naive,scan,2097152,256,4,0.541824,1
naive,scan,4194304,256,0,1.045600,1
naive,scan,4194304,256,1,1.130976,1
naive,scan,4194304,256,2,1.111392,1
naive,scan,4194304,256,3,1.044544,1
naive,scan,4194304,256,4,1.047008,1
naive,scan,8388608,256,0,2.088800,1
naive,scan,8388608,256,1,2.597376,1
naive,scan,8388608,256,2,2.100896,1
naive,scan,8388608,256,3,2.098080,1
naive,scan,8388608,256,4,2.099616,1
naive,scan,16777216,256,0,4.357888,1
naive,scan,16777216,256,1,4.431328,1
naive,scan,16777216,256,2,4.413696,1
naive,scan,16777216,256,3,4.326336,1
naive,scan,16777216,256,4,4.339712,1
naive,scan,33554432,256,0,9.006208,1
naive,scan,33554432,256,1,9.091008,1
naive,scan,33554432,256,2,9.019456,1
naive,scan,33554432,256,3,9.082880,1
naive,scan,33554432,256,4,9.019200,1
naive,scan,67108864,256,0,18.825184,1
naive,scan,67108864,256,1,18.934528,1
naive,scan,67108864,256,2,18.837473,1
naive,scan,67108864,256,3,20.014561,1
naive,scan,67108864,256,4,18.832096,1
naive,scan,256,512,0,0.081920,1
naive,scan,256,512,1,0.083648,1
naive,scan,256,512,2,0.079744,1
naive,scan,256,512,3,0.075776,1
naive,scan,256,512,4,0.124928,1
naive,scan,512,512,0,0.076800,1
naive,scan,512,512,1,0.025600,1
naive,scan,512,512,2,0.095232,1
naive,scan,512,512,3,0.076800,1
naive,scan,512,512,4,0.077504,1
naive,scan,1024,512,0,0.099328,1
naive,scan,1024,512,1,0.085984,1
naive,scan,1024,512,2,0.090112,1
naive,scan,1024,512,3,0.094048,1
naive,scan,1024,512,4,0.067424,1
naive,scan,2048,512,0,0.123904,1
naive,scan,2048,512,1,0.071680,1
naive,scan,2048,512,2,0.120832,1
naive,scan,2048,512,3,0.084992,1
naive,scan,2048,512,4,0.135168,1
naive,scan,4096,512,0,0.065536,1
naive,scan,4096,512,1,0.118784,1
naive,scan,4096,512,2,0.129216,1
naive,scan,4096,512,3,0.131072,1
naive,scan,4096,512,4,0.155648,1
naive,scan,8192,512,0,0.111616,1
naive,scan,8192,512,1,0.093184,1
naive,scan,8192,512,2,0.395264,1
naive,scan,8192,512,3,0.155648,1
naive,scan,8192,512,4,0.112640,1
naive,scan,16384,512,0,0.126976,1
naive,scan,16384,512,1,0.176128,1
naive,scan,16384,512,2,0.163840,1
naive,scan,16384,512,3,0.185344,1
naive,scan,16384,512,4,0.071680,1
naive,scan,32768,512,0,0.114560,1
naive,scan,32768,512,1,0.226368,1
naive,scan,32768,512,2,0.117984,1
naive,scan,32768,512,3,0.128288,1
naive,scan,32768,512,4,0.127456,1
naive,scan,65536,512,0,0.107552,1
naive,scan,65536,512,1,0.192832,1
naive,scan,65536,512,2,0.114848,1
naive,scan,65536,512,3,0.111520,1
naive,scan,65536,512,4,0.162624,1
naive,scan,131072,512,0,0.125248,1
naive,scan,131072,512,1,0.379168,1
naive,scan,131072,512,2,0.121664,1
naive,scan,131072,512,3,0.208992,1
naive,scan,131072,512,4,0.163488,1
naive,scan,262144,512,0,0.136736,1
naive,scan,262144,512,1,0.204288,1
naive,scan,262144,512,2,0.131968,1
naive,scan,262144,512,3,0.208448,1
naive,scan,262144,512,4,0.145568,1
naive,scan,524288,512,0,0.171584,1
naive,scan,524288,512,1,0.229120,1
naive,scan,524288,512,2,0.244192,1
naive,scan,524288,512,3,0.235520,1
naive,scan,524288,512,4,0.168128,1
naive,scan,1048576,512,0,0.360384,1
naive,scan,1048576,512,1,0.364704,1
naive,scan,1048576,512,2,0.361568,1
naive,scan,1048576,512,3,0.276288,1
naive,scan,1048576,512,4,0.281760,1
naive,scan,2097152,512,0,0.533344,1
naive,scan,2097152,512,1,0.617504,1
naive,scan,2097152,512,2,0.618592,1
naive,scan,2097152,512,3,0.524416,1
naive,scan,2097152,512,4,0.524416,1
naive,scan,4194304,512,0,1.031520,1
naive,scan,4194304,512,1,1.106912,1
naive,scan,4194304,512,2,1.104512,1
naive,scan,4194304,512,3,1.024192,1
naive,scan,4194304,512,4,1.025856,1
naive,scan,8388608,512,0,2.076864,1
naive,scan,8388608,512,1,2.588192,1
naive,scan,8388608,512,2,2.095680,1
naive,scan,8388608,512,3,2.090560,1
naive,scan,8388608,512,4,2.168000,1
naive,scan,16777216,512,0,4.310304,1
naive,scan,16777216,512,1,4.395712,1
naive,scan,16777216,512,2,4.306080,1
naive,scan,16777216,512,3,4.312736,1
naive,scan,16777216,512,4,4.312608,1
naive,scan,33554432,512,0,8.961568,1
naive,scan,33554432,512,1,9.069088,1
naive,scan,33554432,512,2,9.061216,1
naive,scan,33554432,512,3,8.987968,1
naive,scan,33554432,512,4,8.981024,1
naive,scan,67108864,512,0,18.764065,1
naive,scan,67108864,512,1,18.861120,1
naive,scan,67108864,512,2,18.782080,1
naive,scan,67108864,512,3,18.877119,1
naive,scan,67108864,512,4,18.772863,1
naive,scan,256,1024,0,0.061440,1
naive,scan,256,1024,1,0.058336,1
naive,scan,256,1024,2,0.058304,1
naive,scan,256,1024,3,0.058272,1
naive,scan,256,1024,4,0.057344,1
naive,scan,512,1024,0,0.067776,1
naive,scan,512,1024,1,0.025600,1
naive,scan,512,1024,2,0.060416,1
naive,scan,512,1024,3,0.088064,1
naive,scan,512,1024,4,0.079872,1
naive,scan,1024,1024,0,0.093120,1
naive,scan,1024,1024,1,0.056320,1
naive,scan,1024,1024,2,0.072704,1
naive,scan,1024,1024,3,0.088864,1
naive,scan,1024,1024,4,0.072704,1
naive,scan,2048,1024,0,0.075776,1
naive,scan,2048,1024,1,0.066560,1
naive,scan,2048,1024,2,0.074752,1
naive,scan,2048,1024,3,0.073568,1
naive,scan,2048,1024,4,0.074592,1
naive,scan,4096,1024,0,0.077824,1
naive,scan,4096,1024,1,0.076800,1
naive,scan,4096,1024,2,0.090112,1
naive,scan,4096,1024,3,0.079872,1
naive,scan,4096,1024,4,0.093088,1
naive,scan,8192,1024,0,0.087040,1
naive,scan,8192,1024,1,0.074752,1
naive,scan,8192,1024,2,0.425984,1
naive,scan,8192,1024,3,0.084992,1
naive,scan,8192,1024,4,0.097280,1
naive,scan,16384,1024,0,0.109568,1
naive,scan,16384,1024,1,0.136192,1
naive,scan,16384,1024,2,0.097280,1
naive,scan,16384,1024,3,0.122880,1
naive,scan,16384,1024,4,0.118784,1
naive,scan,32768,1024,0,0.134048,1
naive,scan,32768,1024,1,0.179552,1
naive,scan,32768,1024,2,0.101728,1
naive,scan,32768,1024,3,0.120512,1
naive,scan,32768,1024,4,0.193440,1
naive,scan,65536,1024,0,0.120512,1
naive,scan,65536,1024,1,0.278880,1
naive,scan,65536,1024,2,0.219840,1
naive,scan,65536,1024,3,0.113216,1
naive,scan,65536,1024,4,0.119808,1
naive,scan,131072,1024,0,0.122976,1
naive,scan,131072,1024,1,0.205728,1
naive,scan,131072,1024,2,0.127392,1
naive,scan,131072,1024,3,0.120096,1
naive,scan,131072,1024,4,0.258528,1
naive,scan,262144,1024,0,0.172000,1
naive,scan,262144,1024,1,0.391968,1
naive,scan,262144,1024,2,0.315872,1
naive,scan,262144,1024,3,0.156576,1
naive,scan,262144,1024,4,0.260224,1
naive,scan,524288,1024,0,0.189376,1
naive,scan,524288,1024,1,0.249888,1
naive,scan,524288,1024,2,0.244960,1
naive,scan,524288,1024,3,0.202496,1
naive,scan,524288,1024,4,0.202880,1
naive,scan,1048576,1024,0,0.315840,1
naive,scan,1048576,1024,1,0.418496,1
naive,scan,1048576,1024,2,0.316928,1
naive,scan,1048576,1024,3,0.314688,1
naive,scan,1048576,1024,4,0.315008,1
naive,scan,2097152,1024,0,0.564224,1
naive,scan,2097152,1024,1,0.691136,1
naive,scan,2097152,1024,2,0.959040,1
naive,scan,2097152,1024,3,0.565472,1
naive,scan,2097152,1024,4,0.566016,1
naive,scan,4194304,1024,0,1.097824,1
naive,scan,4194304,1024,1,1.452832,1
naive,scan,4194304,1024,2,1.181856,1
naive,scan,4194304,1024,3,1.095840,1
naive,scan,4194304,1024,4,1.095200,1
naive,scan,8388608,1024,0,2.215520,1
naive,scan,8388608,1024,1,2.296832,1
naive,scan,8388608,1024,2,2.297504,1
naive,scan,8388608,1024,3,2.209280,1
naive,scan,8388608,1024,4,2.211840,1
naive,scan,16777216,1024,0,4.569536,1
naive,scan,16777216,1024,1,4.652384,1
naive,scan,16777216,1024,2,4.574624,1
naive,scan,16777216,1024,3,4.598880,1
naive,scan,16777216,1024,4,4.566880,1
naive,scan,33554432,1024,0,9.504064,1
naive,scan,33554432,1024,1,9.584992,1
naive,scan,33554432,1024,2,9.586624,1
naive,scan,33554432,1024,3,9.509984,1
naive,scan,33554432,1024,4,9.519104,1
naive,scan,67108864,1024,0,19.864609,1
naive,scan,67108864,1024,1,19.949535,1
naive,scan,67108864,1024,2,20.455999,1
naive,scan,67108864,1024,3,19.877537,1
naive,scan,67108864,1024,4,19.890656,1
efficient,scan,256,32,0,0.125952,1
efficient,scan,256,32,1,0.132096,1
efficient,scan,256,32,2,0.123904,1
efficient,scan,256,32,3,0.137216,1
efficient,scan,256,32,4,0.120896,1
efficient,scan,512,32,0,0.123904,1
efficient,scan,512,32,1,0.273408,1
efficient,scan,512,32,2,0.099328,1
efficient,scan,512,32,3,0.108544,1
efficient,scan,512,32,4,0.122880,1
efficient,scan,1024,32,0,0.136192,1
efficient,scan,1024,32,1,0.104448,1
efficient,scan,1024,32,2,0.159744,1
efficient,scan,1024,32,3,0.141312,1
efficient,scan,1024,32,4,0.143360,1
efficient,scan,2048,32,0,0.166944,1
efficient,scan,2048,32,1,0.295936,1
efficient,scan,2048,32,2,0.161792,1
efficient,scan,2048,32,3,0.165888,1
efficient,scan,2048,32,4,0.164864,1
efficient,scan,4096,32,0,0.173056,1
efficient,scan,4096,32,1,0.133120,1
efficient,scan,4096,32,2,0.181248,1
efficient,scan,4096,32,3,0.193696,1
efficient,scan,4096,32,4,0.178176,1
efficient,scan,8192,32,0,0.185344,1
efficient,scan,8192,32,1,0.151552,1
efficient,scan,8192,32,2,0.177152,1
efficient,scan,8192,32,3,0.162816,1
efficient,scan,8192,32,4,0.180224,1
efficient,scan,16384,32,0,0.215072,1
efficient,scan,16384,32,1,0.334848,1
efficient,scan,16384,32,2,0.218400,1
efficient,scan,16384,32,3,0.239904,1
efficient,scan,16384,32,4,0.251904,1
efficient,scan,32768,32,0,0.277536,1
efficient,scan,32768,32,1,0.308096,1
efficient,scan,32768,32,2,0.284320,1
efficient,scan,32768,32,3,0.279936,1
efficient,scan,32768,32,4,0.269536,1
efficient,scan,65536,32,0,0.553120,1
efficient,scan,65536,32,1,0.356864,1
efficient,scan,65536,32,2,0.277824,1
efficient,scan,65536,32,3,0.246176,1
efficient,scan,65536,32,4,0.249824,1
efficient,scan,131072,32,0,0.342080,1
efficient,scan,131072,32,1,0.678176,1
efficient,scan,131072,32,2,0.334240,1
efficient,scan,131072,32,3,0.347936,1
efficient,scan,131072,32,4,0.337376,1
efficient,scan,262144,32,0,0.411136,1
efficient,scan,262144,32,1,0.687200,1
efficient,scan,262144,32,2,0.455936,1
efficient,scan,262144,32,3,0.425056,1
efficient,scan,262144,32,4,0.453920,1
efficient,scan,524288,32,0,0.618464,1
efficient,scan,524288,32,1,0.678720,1
efficient,scan,524288,32,2,0.545664,1
efficient,scan,524288,32,3,0.645856,1
efficient,scan,524288,32,4,0.904544,1
efficient,scan,1048576,32,0,0.914816,1
efficient,scan,1048576,32,1,1.224320,1
efficient,scan,1048576,32,2,0.914080,1
efficient,scan,1048576,32,3,1.270464,1
efficient,scan,1048576,32,4,0.914304,1
efficient,scan,2097152,32,0,1.793568,1
efficient,scan,2097152,32,1,2.221024,1
efficient,scan,2097152,32,2,1.899776,1
efficient,scan,2097152,32,3,1.833952,1
efficient,scan,2097152,32,4,1.793408,1
efficient,scan,4194304,32,0,3.583552,1
efficient,scan,4194304,32,1,4.025152,1
efficient,scan,4194304,32,2,3.587008,1
efficient,scan,4194304,32,3,3.583488,1
efficient,scan,4194304,32,4,3.582848,1
efficient,scan,8388608,32,0,7.348160,1
efficient,scan,8388608,32,1,7.790016,1
efficient,scan,8388608,32,2,7.343648,1
efficient,scan,8388608,32,3,7.342560,1
efficient,scan,8388608,32,4,7.423904,1
efficient,scan,16777216,32,0,15.166624,1
efficient,scan,16777216,32,1,15.249120,1
efficient,scan,16777216,32,2,15.166944,1
efficient,scan,16777216,32,3,15.169248,1
efficient,scan,16777216,32,4,15.162592,1
efficient,scan,33554432,32,0,31.541824,1
efficient,scan,33554432,32,1,31.543232,1
efficient,scan,33554432,32,2,31.467775,1
efficient,scan,33554432,32,3,31.461504,1
efficient,scan,33554432,32,4,31.461344,1
efficient,scan,67108864,32,0,65.384163,1
efficient,scan,67108864,32,1,65.454979,1
efficient,scan,67108864,32,2,65.383133,1
efficient,scan,67108864,32,3,65.382301,1
efficient,scan,67108864,32,4,65.394333,1
efficient,scan,256,64,0,0.125952,1
efficient,scan,256,64,1,0.128000,1
efficient,scan,256,64,2,0.128000,1
efficient,scan,256,64,3,0.130048,1
efficient,scan,256,64,4,0.094208,1
efficient,scan,512,64,0,0.119808,1
efficient,scan,512,64,1,0.269312,1
efficient,scan,512,64,2,0.099328,1
efficient,scan,512,64,3,0.091136,1
efficient,scan,512,64,4,0.128000,1
efficient,scan,1024,64,0,0.130048,1
efficient,scan,1024,64,1,0.115712,1
efficient,scan,1024,64,2,0.147456,1
efficient,scan,1024,64,3,0.147456,1
efficient,scan,1024,64,4,0.126976,1
efficient,scan,2048,64,0,0.153600,1
efficient,scan,2048,64,1,0.296960,1
efficient,scan,2048,64,2,0.162816,1
efficient,scan,2048,64,3,0.146432,1
efficient,scan,2048,64,4,0.160768,1
efficient,scan,4096,64,0,0.172032,1
efficient,scan,4096,64,1,0.143360,1
efficient,scan,4096,64,2,0.164864,1
efficient,scan,4096,64,3,0.166912,1
efficient,scan,4096,64,4,0.182272,1
efficient,scan,8192,64,0,0.199680,1
efficient,scan,8192,64,1,0.151552,1
efficient,scan,8192,64,2,0.176128,1
efficient,scan,8192,64,3,0.521376,1
efficient,scan,8192,64,4,0.195584,1
efficient,scan,16384,64,0,0.234496,1
efficient,scan,16384,64,1,0.179200,1
efficient,scan,16384,64,2,0.198656,1
efficient,scan,16384,64,3,0.205824,1
efficient,scan,16384,64,4,0.236544,1
efficient,scan,32768,64,0,0.281024,1
efficient,scan,32768,64,1,0.274720,1
efficient,scan,32768,64,2,0.276288,1
efficient,scan,32768,64,3,0.283744,1
efficient,scan,32768,64,4,0.284992,1
efficient,scan,65536,64,0,0.439072,1
efficient,scan,65536,64,1,0.317600,1
efficient,scan,65536,64,2,0.317248,1
efficient,scan,65536,64,3,0.275648,1
efficient,scan,65536,64,4,0.274400,1
efficient,scan,131072,64,0,0.272608,1
efficient,scan,131072,64,1,0.361120,1
efficient,scan,131072,64,2,0.396960,1
efficient,scan,131072,64,3,0.367040,1
efficient,scan,131072,64,4,0.296608,1
efficient,scan,262144,64,0,0.375136,1
efficient,scan,262144,64,1,0.399776,1
efficient,scan,262144,64,2,0.387424,1
efficient,scan,262144,64,3,0.343936,1
efficient,scan,262144,64,4,0.332160,1
efficient,scan,524288,64,0,0.457216,1
efficient,scan,524288,64,1,0.475008,1
efficient,scan,524288,64,2,0.432768,1
efficient,scan,524288,64,3,0.425664,1
efficient,scan,524288,64,4,0.416640,1
efficient,scan,1048576,64,0,0.578912,1
efficient,scan,1048576,64,1,0.548992,1
efficient,scan,1048576,64,2,0.642944,1
efficient,scan,1048576,64,3,0.534816,1
efficient,scan,1048576,64,4,0.551328,1
efficient,scan,2097152,64,0,0.970624,1
efficient,scan,2097152,64,1,1.129056,1
efficient,scan,2097152,64,2,0.969504,1
efficient,scan,2097152,64,3,0.970880,1
efficient,scan,2097152,64,4,0.970720,1
efficient,scan,4194304,64,0,1.887744,1
efficient,scan,4194304,64,1,1.972704,1
efficient,scan,4194304,64,2,1.890496,1
efficient,scan,4194304,64,3,1.888704,1
efficient,scan,4194304,64,4,1.895744,1
efficient,scan,8388608,64,0,3.782912,1
efficient,scan,8388608,64,1,3.866336,1
efficient,scan,8388608,64,2,3.783008,1
efficient,scan,8388608,64,3,3.784032,1
efficient,scan,8388608,64,4,3.784384,1
efficient,scan,16777216,64,0,7.756544,1
efficient,scan,16777216,64,1,7.825088,1
efficient,scan,16777216,64,2,7.741376,1
efficient,scan,16777216,64,3,7.768224,1
efficient,scan,16777216,64,4,7.750976,1
efficient,scan,33554432,64,0,15.952096,1
efficient,scan,33554432,64,1,16.035360,1
efficient,scan,33554432,64,2,15.960832,1
efficient,scan,33554432,64,3,15.958368,1
efficient,scan,33554432,64,4,15.949088,1
efficient,scan,67108864,64,0,32.997887,1
efficient,scan,67108864,64,1,33.071232,1
efficient,scan,67108864,64,2,32.996544,1
efficient,scan,67108864,64,3,32.986465,1
efficient,scan,67108864,64,4,32.993378,1
efficient,scan,256,128,0,0.123040,1
efficient,scan,256,128,1,0.125952,1
efficient,scan,256,128,2,0.123072,1
efficient,scan,256,128,3,0.130048,1
efficient,scan,256,128,4,0.119808,1
efficient,scan,512,128,0,0.126976,1
efficient,scan,512,128,1,0.150528,1
efficient,scan,512,128,2,0.118784,1
efficient,scan,512,128,3,0.143360,1
efficient,scan,512,128,4,0.135168,1
efficient,scan,1024,128,0,0.144384,1
efficient,scan,1024,128,1,0.134144,1
efficient,scan,1024,128,2,0.155648,1
efficient,scan,1024,128,3,0.139264,1
efficient,scan,1024,128,4,0.142336,1
efficient,scan,2048,128,0,0.168960,1
efficient,scan,2048,128,1,0.164864,1
efficient,scan,2048,128,2,0.144384,1
efficient,scan,2048,128,3,0.159744,1
efficient,scan,2048,128,4,0.162816,1
efficient,scan,4096,128,0,0.175104,1
efficient,scan,4096,128,1,0.157696,1
efficient,scan,4096,128,2,0.168960,1
efficient,scan,4096,128,3,0.175104,1
efficient,scan,4096,128,4,0.180224,1
efficient,scan,8192,128,0,0.184320,1
efficient,scan,8192,128,1,0.174080,1
efficient,scan,8192,128,2,0.199680,1
efficient,scan,8192,128,3,0.180224,1
efficient,scan,8192,128,4,0.174080,1
efficient,scan,16384,128,0,0.224256,1
efficient,scan,16384,128,1,0.207872,1
efficient,scan,16384,128,2,0.205824,1
efficient,scan,16384,128,3,0.214016,1
efficient,scan,16384,128,4,0.204800,1
efficient,scan,32768,128,0,0.307232,1
efficient,scan,32768,128,1,0.298496,1
efficient,scan,32768,128,2,0.275648,1
efficient,scan,32768,128,3,0.265792,1
efficient,scan,32768,128,4,0.267712,1
efficient,scan,65536,128,0,0.268736,1
efficient,scan,65536,128,1,0.334592,1
efficient,scan,65536,128,2,0.293728,1
efficient,scan,65536,128,3,0.272000,1
efficient,scan,65536,128,4,0.283968,1
efficient,scan,131072,128,0,0.288160,1
efficient,scan,131072,128,1,0.330496,1
efficient,scan,131072,128,2,0.286144,1
efficient,scan,131072,128,3,0.332480,1
efficient,scan,131072,128,4,0.277856,1
efficient,scan,262144,128,0,0.679680,1
efficient,scan,262144,128,1,0.398208,1
efficient,scan,262144,128,2,0.286816,1
efficient,scan,262144,128,3,0.357440,1
efficient,scan,262144,128,4,0.714432,1
efficient,scan,524288,128,0,0.371264,1
efficient,scan,524288,128,1,0.397376,1
efficient,scan,524288,128,2,0.397664,1
efficient,scan,524288,128,3,0.349120,1
efficient,scan,524288,128,4,0.340384,1
efficient,scan,1048576,128,0,0.405632,1
efficient,scan,1048576,128,1,0.591232,1
efficient,scan,1048576,128,2,0.414176,1
efficient,scan,1048576,128,3,0.407776,1
efficient,scan,1048576,128,4,0.412384,1
efficient,scan,2097152,128,0,0.659328,1
efficient,scan,2097152,128,1,0.756352,1
efficient,scan,2097152,128,2,0.732544,1
efficient,scan,2097152,128,3,0.720480,1
efficient,scan,2097152,128,4,0.646560,1
efficient,scan,4194304,128,0,1.193024,1
efficient,scan,4194304,128,1,1.278336,1
efficient,scan,4194304,128,2,1.192736,1
efficient,scan,4194304,128,3,1.195168,1
efficient,scan,4194304,128,4,1.183072,1
efficient,scan,8388608,128,0,2.272768,1
efficient,scan,8388608,128,1,2.363936,1
efficient,scan,8388608,128,2,2.272832,1
efficient,scan,8388608,128,3,2.273088,1
efficient,scan,8388608,128,4,2.276704,1
efficient,scan,16777216,128,0,4.565728,1
efficient,scan,16777216,128,1,4.648960,1
efficient,scan,16777216,128,2,4.564960,1
efficient,scan,16777216,128,3,4.572000,1
efficient,scan,16777216,128,4,4.565696,1
efficient,scan,33554432,128,0,9.285600,1
efficient,scan,33554432,128,1,9.374016,1
efficient,scan,33554432,128,2,9.376160,1
efficient,scan,33554432,128,3,9.288448,1
efficient,scan,33554432,128,4,9.297696,1
efficient,scan,67108864,128,0,19.011520,1
efficient,scan,67108864,128,1,19.115072,1
efficient,scan,67108864,128,2,19.032991,1
efficient,scan,67108864,128,3,19.096224,1
efficient,scan,67108864,128,4,18.984545,1
efficient,scan,256,256,0,0.129024,1
efficient,scan,256,256,1,0.130048,1
efficient,scan,256,256,2,0.130048,1
efficient,scan,256,256,3,0.121856,1
efficient,scan,256,256,4,0.136192,1
efficient,scan,512,256,0,0.126976,1
efficient,scan,512,256,1,0.129024,1
efficient,scan,512,256,2,0.104448,1
efficient,scan,512,256,3,0.126976,1
efficient,scan,512,256,4,0.137216,1
efficient,scan,1024,256,0,0.139264,1
efficient,scan,1024,256,1,0.125952,1
efficient,scan,1024,256,2,0.136192,1
efficient,scan,1024,256,3,0.142336,1
efficient,scan,1024,256,4,0.143360,1
efficient,scan,2048,256,0,0.169984,1
efficient,scan,2048,256,1,0.164864,1
efficient,scan,2048,256,2,0.130048,1
efficient,scan,2048,256,3,0.168960,1
efficient,scan,2048,256,4,0.173056,1
efficient,scan,4096,256,0,0.164864,1
efficient,scan,4096,256,1,0.203776,1
efficient,scan,4096,256,2,0.168960,1
efficient,scan,4096,256,3,0.231424,1
efficient,scan,4096,256,4,0.173056,1
efficient,scan,8192,256,0,0.174080,1
efficient,scan,8192,256,1,0.143360,1
efficient,scan,8192,256,2,0.197632,1
efficient,scan,8192,256,3,0.172032,1
efficient,scan,8192,256,4,0.194560,1
efficient,scan,16384,256,0,0.245824,1
efficient,scan,16384,256,1,0.228352,1
efficient,scan,16384,256,2,0.246784,1
efficient,scan,16384,256,3,0.208896,1
efficient,scan,16384,256,4,0.219136,1
efficient,scan,32768,256,0,0.280032,1
efficient,scan,32768,256,1,0.389856,1
efficient,scan,32768,256,2,0.243904,1
efficient,scan,32768,256,3,0.272928,1
efficient,scan,32768,256,4,0.263424,1
efficient,scan,65536,256,0,0.255552,1
efficient,scan,65536,256,1,0.366848,1
efficient,scan,65536,256,2,0.282272,1
efficient,scan,65536,256,3,0.266240,1
efficient,scan,65536,256,4,0.272960,1
efficient,scan,131072,256,0,0.313760,1
efficient,scan,131072,256,1,0.441888,1
efficient,scan,131072,256,2,0.299488,1
efficient,scan,131072,256,3,0.285696,1
efficient,scan,131072,256,4,0.338784,1
efficient,scan,262144,256,0,0.328352,1
efficient,scan,262144,256,1,0.494368,1
efficient,scan,262144,256,2,0.336192,1
efficient,scan,262144,256,3,0.414816,1
efficient,scan,262144,256,4,0.667040,1
efficient,scan,524288,256,0,0.369408,1
efficient,scan,524288,256,1,0.442560,1
efficient,scan,524288,256,2,0.521056,1
efficient,scan,524288,256,3,0.398944,1
efficient,scan,524288,256,4,0.386016,1
efficient,scan,1048576,256,0,0.341792,1
efficient,scan,1048576,256,1,0.442272,1
efficient,scan,1048576,256,2,0.551904,1
efficient,scan,1048576,256,3,0.332640,1
efficient,scan,1048576,256,4,0.373280,1
efficient,scan,2097152,256,0,0.575968,1
efficient,scan,2097152,256,1,0.666368,1
efficient,scan,2097152,256,2,0.673216,1
efficient,scan,2097152,256,3,0.571200,1
efficient,scan,2097152,256,4,0.564320,1
efficient,scan,4194304,256,0,0.902304,1
efficient,scan,4194304,256,1,0.996640,1
efficient,scan,4194304,256,2,0.886816,1
efficient,scan,4194304,256,3,0.908192,1
efficient,scan,4194304,256,4,0.899040,1
efficient,scan,8388608,256,0,1.628128,1
efficient,scan,8388608,256,1,1.710496,1
efficient,scan,8388608,256,2,1.631200,1
efficient,scan,8388608,256,3,1.635968,1
efficient,scan,8388608,256,4,1.625952,1
efficient,scan,16777216,256,0,3.227968,1
efficient,scan,16777216,256,1,3.286880,1
efficient,scan,16777216,256,2,3.211680,1
efficient,scan,16777216,256,3,3.213984,1
efficient,scan,16777216,256,4,3.214976,1
efficient,scan,33554432,256,0,6.364992,1
efficient,scan,33554432,256,1,6.450944,1
efficient,scan,33554432,256,2,6.436128,1
efficient,scan,33554432,256,3,6.371424,1
efficient,scan,33554432,256,4,6.358688,1
efficient,scan,67108864,256,0,12.918144,1
efficient,scan,67108864,256,1,12.928768,1
efficient,scan,67108864,256,2,12.849248,1
efficient,scan,67108864,256,3,12.838464,1
efficient,scan,67108864,256,4,12.880896,1
efficient,scan,256,512,0,0.135168,1
efficient,scan,256,512,1,0.139264,1
efficient,scan,256,512,2,0.151552,1
efficient,scan,256,512,3,0.164864,1
efficient,scan,256,512,4,0.151552,1
efficient,scan,512,512,0,0.175104,1
efficient,scan,512,512,1,0.160768,1
efficient,scan,512,512,2,0.102400,1
efficient,scan,512,512,3,0.143360,1
efficient,scan,512,512,4,0.147456,1
efficient,scan,1024,512,0,0.165888,1
efficient,scan,1024,512,1,0.157696,1
efficient,scan,1024,512,2,0.146432,1
efficient,scan,1024,512,3,0.149504,1
efficient,scan,1024,512,4,0.195584,1
efficient,scan,2048,512,0,0.171008,1
efficient,scan,2048,512,1,0.159744,1
efficient,scan,2048,512,2,0.155648,1
efficient,scan,2048,512,3,0.161792,1
efficient,scan,2048,512,4,0.172032,1
efficient,scan,4096,512,0,0.204800,1
efficient,scan,4096,512,1,0.162816,1
efficient,scan,4096,512,2,0.140288,1
efficient,scan,4096,512,3,0.190464,1
efficient,scan,4096,512,4,0.204800,1
efficient,scan,8192,512,0,0.184320,1
efficient,scan,8192,512,1,0.187392,1
efficient,scan,8192,512,2,0.194560,1
efficient,scan,8192,512,3,0.191488,1
efficient,scan,8192,512,4,0.180224,1
efficient,scan,16384,512,0,0.246784,1
efficient,scan,16384,512,1,0.346112,1
efficient,scan,16384,512,2,0.274560,1
efficient,scan,16384,512,3,0.235520,1
efficient,scan,16384,512,4,0.229376,1
efficient,scan,32768,512,0,0.280960,1
efficient,scan,32768,512,1,0.448448,1
efficient,scan,32768,512,2,0.303872,1
efficient,scan,32768,512,3,0.259168,1
efficient,scan,32768,512,4,0.288128,1
efficient,scan,65536,512,0,0.285120,1
efficient,scan,65536,512,1,0.399104,1
efficient,scan,65536,512,2,0.285792,1
efficient,scan,65536,512,3,0.281312,1
efficient,scan,65536,512,4,0.284032,1
efficient,scan,131072,512,0,0.285216,1
efficient,scan,131072,512,1,0.651200,1
efficient,scan,131072,512,2,0.282528,1
efficient,scan,131072,512,3,0.286176,1
efficient,scan,131072,512,4,0.270912,1
efficient,scan,262144,512,0,0.446112,1
efficient,scan,262144,512,1,0.627424,1
efficient,scan,262144,512,2,0.671232,1
efficient,scan,262144,512,3,0.369568,1
efficient,scan,262144,512,4,0.512448,1
efficient,scan,524288,512,0,0.456384,1
efficient,scan,524288,512,1,0.718688,1
efficient,scan,524288,512,2,0.375552,1
efficient,scan,524288,512,3,0.306240,1
